Product Details,,,,
ProductID,Product,Category,ManufacturerID,Price
1,Abbas MA-01|All Season,Mix,1,USD 412.13
931,Natura UE-40|Extreme,,8,USD 356.9475
932,Natura UE-41|Extreme,,8,USD 430.45
933,Natura UE-42|Extreme,,8,USD 577.45
934,Natura UE-43|Extreme,,8,USD 329.78
935,Natura UE-44|Extreme,,8,USD 787.4
936,Natura UE-45|Extreme,,8,USD 524.95
937,Natura UE-46|Extreme,,8,USD 524.95
938,Natura UC-01|Convenience,Urban,8,USD 102.5325
939,Natura UC-02|Convenience,,8,USD 448.35
940,Natura UC-03|Convenience,,8,USD 698.2
941,Natura UC-04|Convenience,,8,USD 944.95
942,Natura UC-05|Convenience,,8,USD 637.88
943,Natura UC-06|Convenience,,8,USD 695.625
944,Natura UC-07|Convenience,,8,USD 747.6
945,Natura UC-08|Convenience,,8,USD 702.98
946,Natura UC-09|Convenience,,8,USD 708.7
947,Natura UC-10|Convenience,,8,USD 724.45
948,Natura UC-11|Convenience,,8,USD 784.8225
949,Natura UC-12|Convenience,,8,USD 1286.2
950,Natura UC-13|Convenience,,8,USD 1417.45
951,Natura UC-14|Convenience,,8,USD 329.78
952,Natura UC-15|Convenience,,8,USD 299.2
953,Natura UC-16|Convenience,,8,USD 127.8375
954,Natura UC-17|Convenience,,8,USD 698.2
955,Natura UC-18|Convenience,,8,USD 829.45
956,Natura UC-19|Convenience,,8,USD 874.0725
957,Natura UC-20|Convenience,,8,USD 853.0725
958,Natura UC-21|Convenience,,8,USD 761.2
959,Natura UC-22|Convenience,,8,USD 863.5725
960,Natura UC-23|Convenience,,8,USD 329.78
961,Natura UC-24|Convenience,,8,USD 166.6875
962,Natura UC-25|Convenience,,8,USD 524.95
963,Natura UC-26|Convenience,,8,USD 432.6
964,Natura UC-27|Convenience,,8,USD 356.95
965,Natura UC-28|Convenience,,8,USD 524.95
966,Natura UC-29|Convenience,,8,USD 509.2
967,Natura UC-30|Convenience,,8,USD 771.7
968,Natura UC-31|Convenience,,8,USD 708.6975
969,Natura UC-32|Convenience,,8,USD 419.95
970,Natura UC-33|Convenience,,8,USD 997.4475
971,Natura UC-34|Convenience,,8,USD 1286.2
972,Natura UC-35|Convenience,,8,USD 690.375
973,Natura UC-36|Convenience,,8,USD 643.13
974,Natura UC-37|Convenience,,8,USD 695.1
975,Natura UC-38|Convenience,,8,USD 755.475
976,Natura UC-39|Convenience,,8,USD 349.075
977,Natura UC-40|Convenience,,8,USD 524.95
978,Natura UC-41|Convenience,,8,USD 803.2
979,Natura UC-42|Convenience,,8,USD 409.45
980,Natura UC-43|Convenience,,8,USD 432.6
981,Natura UC-44|Convenience,,8,USD 219.98
982,Natura UC-45|Convenience,,8,USD 1454.2
983,Natura UC-46|Convenience,,8,USD 485.1
984,Natura UC-47|Convenience,,8,USD 329.78
985,Natura UC-48|Convenience,,8,USD 829.45
986,Natura UC-49|Convenience,,8,USD 367.45
987,Natura UC-50|Convenience,,8,USD 192.3075
988,Natura UC-51|Convenience,,8,USD 414.7
989,Natura UC-52|Convenience,,8,USD 467.2
990,Natura UC-53|Convenience,,8,USD 530.2
991,Natura UC-54|Convenience,,8,USD 329.78
992,Natura UC-55|Convenience,,8,USD 314.95
993,Natura UC-56|Convenience,,8,USD 448.35
994,Natura UC-57|Convenience,,8,USD 485.1
995,Natura UC-58|Convenience,,8,USD 598.45
996,Natura UC-59|Convenience,,8,USD 729.7
997,Natura UC-60|Convenience,,8,USD 874.073333333333
998,Natura UC-61|Convenience,,8,USD 729.7
999,Natura UC-62|Convenience,,8,USD 782.2
1000,Natura YY-01|Youth,Youth,8,USD 112.825
1001,Natura YY-02|Youth,,8,USD 446.2
1002,Natura YY-03|Youth,,8,USD 288.7
1003,Natura YY-04|Youth,,8,USD 86.575
1004,Natura YY-05|Youth,,8,USD 329.78
1005,Natura YY-06|Youth,,8,USD 125.95
1006,Natura YY-07|Youth,,8,USD 99.7
1007,Natura YY-08|Youth,,8,USD 486.68
1008,Natura YY-09|Youth,,8,USD 280.825
1009,Natura YY-10|Youth,,8,USD 139.075
1010,Natura YY-11|Youth,,8,USD 329.78
1011,Natura YY-12|Youth,,8,USD 293.95
1012,Natura YY-13|Youth,,8,USD 178.45
1013,Natura YY-14|Youth,,8,USD 104.95
1014,Natura YY-15|Youth,,8,USD 86.575
1015,Natura YY-16|Youth,,8,USD 329.78
1016,Natura YY-17|Youth,,8,USD 329.78
1017,Natura YY-18|Youth,,8,USD 317.5725
1018,Natura YY-19|Youth,,8,USD 329.78
1019,Natura YY-20|Youth,,8,USD 236.2
1020,Natura YY-21|Youth,,8,USD 329.78
1021,Natura YY-22|Youth,,8,USD 44.52
1022,Natura YY-23|Youth,,8,USD 157.45
1023,Natura YY-24|Youth,,8,USD 320.2
1024,Natura YY-25|Youth,,8,USD 329.78
1025,Natura YY-26|Youth,,8,USD 329.78
1026,Natura YY-27|Youth,,8,USD 181.075
1027,Palma UM-01|Moderation,Urban,9,USD 1259.95
1028,Palma UM-02|Moderation,,9,USD 1136.5725
1029,Palma UC-01|Convenience,Urban,9,USD 1207.2375
1030,Palma UC-02|Convenience,,9,USD 1364.74
1031,Palma UC-03|Convenience,,9,USD 1049.74
1032,Palma UC-04|Convenience,,9,USD 1207.2375
1033,Palma UC-05|Convenience,,9,USD 1031.5725
1034,Palma UC-06|Convenience,,9,USD 997.24
1035,Palma UC-07|Convenience,,9,USD 1207.2375
1036,Palma UC-08|Convenience,,9,USD 1207.2375
1037,Palma UC-09|Convenience,,9,USD 1417.24
1038,Palma UC-10|Convenience,,9,USD 1364.74
1039,Palma UC-11|Convenience,,9,USD 329.78
1040,Palma UC-12|Convenience,,9,USD 1312.45
1041,Palma UC-13|Convenience,,9,USD 1102.24
1042,Palma UC-14|Convenience,,9,USD 1207.24
1043,Pirum MA-01|All Season,Mix,10,USD 419.95
1044,Pirum MA-02|All Season,,10,USD 286.075
1045,Pirum MA-03|All Season,,10,USD 217.825
1046,Pirum MA-04|All Season,,10,USD 104.95
1047,Pirum MA-05|All Season,,10,USD 236.2
1048,Pirum MA-06|All Season,,10,USD 329.78
1049,Pirum MA-07|All Season,,10,USD 278.2
1050,Pirum MA-08|All Season,,10,USD 293.95
1051,Pirum MA-09|All Season,,10,USD 54.5475
1052,Pirum MA-10|All Season,,10,USD 251.95
1053,Pirum MA-11|All Season,,10,USD 346.45
1054,Pirum MA-12|All Season,,10,USD 299.2
1055,Pirum RP-01|Productivity,Rural,10,USD 62.9475
1056,Pirum RP-02|Productivity,,10,USD 62.9475
1057,Pirum RP-03|Productivity,,10,USD 136.45
1058,Pirum RP-04|Productivity,,10,USD 136.45
1059,Pirum RP-05|Productivity,,10,USD 178.45
1060,Pirum RP-06|Productivity,,10,USD 178.45
1061,Pirum RP-07|Productivity,,10,USD 188.95
1062,Pirum RP-08|Productivity,,10,USD 188.95
1063,Pirum RP-09|Productivity,,10,USD 246.6975
1064,Pirum RP-10|Productivity,,10,USD 246.6975
1065,Pirum RP-11|Productivity,,10,USD 314.95
1066,Pirum RP-12|Productivity,,10,USD 314.95
1067,Pirum RP-13|Productivity,,10,USD 406.825
1068,Pirum RP-14|Productivity,,10,USD 406.825
1069,Pirum RP-15|Productivity,,10,USD 157.45
1070,Pirum RP-16|Productivity,,10,USD 157.45
1071,Pirum RP-17|Productivity,,10,USD 209.95
1072,Pirum RP-18|Productivity,,10,USD 209.95
1073,Pirum RP-19|Productivity,,10,USD 257.1975
1074,Pirum RP-20|Productivity,,10,USD 257.1975
1075,Pirum RP-21|Productivity,,10,USD 259.825
1076,Pirum RP-22|Productivity,,10,USD 259.825
1077,Pirum RP-23|Productivity,,10,USD 383.2
1078,Pirum RP-24|Productivity,,10,USD 383.2
1079,Pirum RP-25|Productivity,,10,USD 265.075
1080,Pirum RP-26|Productivity,,10,USD 265.075
1081,Pirum RP-27|Productivity,,10,USD 236.2
1082,Pirum RP-28|Productivity,,10,USD 236.2
1083,Pirum RP-29|Productivity,,10,USD 55.0725
1084,Pirum RP-30|Productivity,,10,USD 55.0725
1085,Pirum RP-31|Productivity,,10,USD 131.2
1086,Pirum RP-32|Productivity,,10,USD 131.2
1087,Pirum RP-33|Productivity,,10,USD 286.075
1088,Pirum RP-34|Productivity,,10,USD 286.075
1089,Pirum RP-35|Productivity,,10,USD 393.7
1090,Pirum RP-36|Productivity,,10,USD 393.7
1091,Pirum RP-37|Productivity,,10,USD 181.075
1092,Pirum RP-38|Productivity,,10,USD 181.075
1093,Pirum RP-39|Productivity,,10,USD 62.95
1094,Pirum RP-40|Productivity,,10,USD 62.95
1095,Pirum RP-41|Productivity,,10,USD 125.95
1096,Pirum RP-42|Productivity,,10,USD 125.95
1097,Pirum RP-43|Productivity,,10,USD 320.2
1098,Pirum RP-44|Productivity,,10,USD 320.2
1099,Pirum RP-45|Productivity,,10,USD 65.5725
1100,Pirum RP-46|Productivity,,10,USD 65.5725
1101,Pirum RP-47|Productivity,,10,USD 238.8225
1102,Pirum RP-48|Productivity,,10,USD 238.8225
1103,Pirum RP-49|Productivity,,10,USD 162.7
1104,Pirum RP-50|Productivity,,10,USD 162.7
1105,Pirum RP-51|Productivity,,10,USD 259.825
1106,Pirum RP-52|Productivity,,10,USD 259.825
1107,Pirum RP-53|Productivity,,10,USD 160.075
1108,Pirum RP-54|Productivity,,10,USD 160.075
1109,Pirum RP-55|Productivity,,10,USD 223.0725
1110,Pirum RP-56|Productivity,,10,USD 223.0725
1111,Pirum RP-57|Productivity,,10,USD 120.7
1112,Pirum RP-58|Productivity,,10,USD 120.7
1113,Pirum RS-01|Select,Rural,10,USD 194.2
1114,Pirum RS-02|Select,,10,USD 228.325
1115,Pirum RS-03|Select,,10,USD 456.7
1116,Pirum RS-04|Select,,10,USD 267.7
1117,Pirum RS-05|Select,,10,USD 309.7
1118,Pirum RS-06|Select,,10,USD 398.95
1119,Pirum RS-07|Select,,10,USD 293.95
1120,Pirum RS-08|Select,,10,USD 241.45
1121,Pirum RS-09|Select,,10,USD 94.4475
1122,Pirum RS-10|Select,,10,USD 157.45
1123,Pirum RS-11|Select,,10,USD 288.6975
1124,Pirum UM-01|Moderation,Urban,10,USD 692.95
1125,Pirum UM-02|Moderation,,10,USD 1018.45
1126,Pirum UM-03|Moderation,,10,USD 745.45
1127,Pirum UM-04|Moderation,,10,USD 839.95
1128,Pirum UM-05|Moderation,,10,USD 918.7
1129,Pirum UM-06|Moderation,,10,USD 509.2
1130,Pirum UM-07|Moderation,,10,USD 981.7
1131,Pirum UM-08|Moderation,,10,USD 477.6975
1132,Pirum UM-09|Moderation,,10,USD 645.7
1133,Pirum UM-10|Moderation,,10,USD 650.95
1134,Pirum UM-11|Moderation,,10,USD 958.0725
1135,Pirum UM-12|Moderation,,10,USD 960.7
1136,Pirum UM-13|Moderation,,10,USD 761.2
1137,Pirum UM-14|Moderation,,10,USD 850.45
1138,Pirum UM-15|Moderation,,10,USD 224.3325
1139,Pirum UM-16|Moderation,,10,USD 682.45
1140,Pirum UM-17|Moderation,,10,USD 845.2
1141,Pirum UM-18|Moderation,,10,USD 900.3225
1142,Pirum UM-19|Moderation,,10,USD 766.45
1143,Pirum UM-20|Moderation,,10,USD 556.45
1144,Pirum UR-01|Regular,Urban,10,USD 419.95
1145,Pirum UR-02|Regular,,10,USD 351.7
1146,Pirum UR-03|Regular,,10,USD 65.5725
1147,Pirum UR-04|Regular,,10,USD 98.6475
1148,Pirum UR-05|Regular,,10,USD 314.95
1149,Pirum UR-06|Regular,,10,USD 152.4075
1150,Pirum UR-07|Regular,,10,USD 472.5
1151,Pirum UR-08|Regular,,10,USD 162.6975
1152,Pirum UR-09|Regular,,10,USD 209.9475
1153,Pirum UR-10|Regular,,10,USD 372.7
1154,Pirum UR-11|Regular,,10,USD 139.0725
1155,Pirum UR-12|Regular,,10,USD 629.95
1156,Pirum UR-13|Regular,,10,USD 346.45
1157,Pirum UR-14|Regular,,10,USD 383.2
1158,Pirum UR-15|Regular,,10,USD 209.9475
1159,Pirum UR-16|Regular,,10,USD 194.1975
1160,Pirum UR-17|Regular,,10,USD 329.78
1161,Pirum UR-18|Regular,,10,USD 183.6975
1162,Pirum UR-19|Regular,,10,USD 250.8975
1163,Pirum UR-20|Regular,,10,USD 329.78
1164,Pirum UR-21|Regular,,10,USD 107.5725
1165,Pirum UE-01|Extreme,Urban,10,USD 577.45
1166,Pirum UE-02|Extreme,,10,USD 551.2
1167,Pirum UE-03|Extreme,,10,USD 312.3225
1168,Pirum UE-04|Extreme,,10,USD 393.7
1169,Pirum UE-05|Extreme,,10,USD 435.7
1170,Pirum UE-06|Extreme,,10,USD 467.2
1171,Pirum UE-07|Extreme,,10,USD 425.2
1172,Pirum UE-08|Extreme,,10,USD 493.45
1173,Pirum UE-09|Extreme,,10,USD 535.45
1174,Pirum UE-10|Extreme,,10,USD 577.45
1175,Pirum UE-11|Extreme,,10,USD 855.7
1176,Pirum UE-12|Extreme,,10,USD 666.7
1177,Pirum UE-13|Extreme,,10,USD 288.7
1178,Pirum UE-14|Extreme,,10,USD 606.3225
1179,Pirum UE-15|Extreme,,10,USD 635.2
1180,Pirum UE-16|Extreme,,10,USD 561.7
1181,Pirum UE-17|Extreme,,10,USD 419.95
1182,Pirum UE-18|Extreme,,10,USD 236.2
1183,Pirum UE-19|Extreme,,10,USD 750.7
1184,Pirum UE-20|Extreme,,10,USD 629.95
1185,Pirum UE-21|Extreme,,10,USD 419.95
1186,Pirum UE-22|Extreme,,10,USD 425.2
1187,Pirum UE-23|Extreme,,10,USD 456.7
1188,Pirum UE-24|Extreme,,10,USD 629.9475
1189,Pirum UE-25|Extreme,,10,USD 329.78
1190,Pirum UE-26|Extreme,,10,USD 194.1975
1191,Pirum UE-27|Extreme,,10,USD 288.7
1192,Pirum UE-28|Extreme,,10,USD 346.4475
1193,Pirum UE-29|Extreme,,10,USD 329.78
1194,Pirum UE-30|Extreme,,10,USD 803.2
1195,Pirum UE-31|Extreme,,10,USD 296.5725
1196,Pirum UE-32|Extreme,,10,USD 440.95
1197,Pirum UE-33|Extreme,,10,USD 440.95
1198,Pirum UE-34|Extreme,,10,USD 467.2
1199,Pirum UC-01|Convenience,Urban,10,USD 141.6975
1200,Pirum UC-02|Convenience,,10,USD 165.3225
1201,Pirum UC-03|Convenience,,10,USD 577.45
1202,Pirum UC-04|Convenience,,10,USD 619.45
1203,Pirum UC-05|Convenience,,10,USD 341.2
1204,Pirum UC-06|Convenience,,10,USD 456.7
1205,Pirum UC-07|Convenience,,10,USD 409.45
1206,Pirum UC-08|Convenience,,10,USD 551.2
1207,Pirum UC-09|Convenience,,10,USD 729.7
1208,Pirum UC-10|Convenience,,10,USD 330.7
1209,Pirum UC-11|Convenience,,10,USD 98.4375
1210,Pirum UC-12|Convenience,,10,USD 603.7
1211,Pirum UC-13|Convenience,,10,USD 766.45
1212,Pirum UC-14|Convenience,,10,USD 482.95
1213,Pirum UC-15|Convenience,,10,USD 566.95
1214,Pirum UC-16|Convenience,,10,USD 682.45
1215,Pirum UC-17|Convenience,,10,USD 367.45
1216,Pirum UC-18|Convenience,,10,USD 329.78
1217,Pirum UC-19|Convenience,,10,USD 593.2
1218,Pirum UC-20|Convenience,,10,USD 173.1975
1219,Pirum UC-21|Convenience,,10,USD 325.4475
1220,Pirum UC-22|Convenience,,10,USD 682.45
1221,Pirum UC-23|Convenience,,10,USD 839.95
1222,Pirum UC-24|Convenience,,10,USD 383.2
1223,Pirum UC-25|Convenience,,10,USD 456.7
1224,Pirum UC-26|Convenience,,10,USD 467.1975
1225,Pirum UC-27|Convenience,,10,USD 257.2
1226,Pirum UC-28|Convenience,,10,USD 572.2
1227,Pirum UC-29|Convenience,,10,USD 351.7
1228,Pirum UC-30|Convenience,,10,USD 146.95
1229,Pirum UC-31|Convenience,,10,USD 288.7
1230,Pirum UC-32|Convenience,,10,USD 524.95
1231,Pirum UC-33|Convenience,,10,USD 761.2
1232,Pirum UC-34|Convenience,,10,USD 393.7
1233,Quibus MP-01|Productivity,Mix,12,USD 330.645
1234,Quibus MP-02|Productivity,,12,USD 330.645
1235,Quibus MP-03|Productivity,,12,USD 482.9
1236,Quibus MP-04|Productivity,,12,USD 482.9
1237,Quibus MP-05|Productivity,,12,USD 340.095
1238,Quibus MP-06|Productivity,,12,USD 340.095
1239,Quibus MP-07|Productivity,,12,USD 472.45
1240,Quibus MP-08|Productivity,,12,USD 472.45
1241,Quibus MP-09|Productivity,,12,USD 398.895
1242,Quibus MP-10|Productivity,,12,USD 398.895
1243,Quibus MP-11|Productivity,,12,USD 482.9
1244,Quibus MP-12|Productivity,,12,USD 482.9
1245,Quibus MP-13|Productivity,,12,USD 509.2
1246,Quibus MP-14|Productivity,,12,USD 509.2
1247,Quibus MP-15|Productivity,,12,USD 498.65
1248,Quibus MP-16|Productivity,,12,USD 498.65
1249,Quibus MP-17|Productivity,,12,USD 414.6975
1250,Quibus MP-18|Productivity,,12,USD 414.6975
1251,Quibus MP-19|Productivity,,12,USD 430.4
1252,Quibus MP-20|Productivity,,12,USD 430.4
1253,Quibus MP-21|Productivity,,12,USD 446.15
1254,Quibus MP-22|Productivity,,12,USD 446.15
1255,Quibus MP-23|Productivity,,12,USD 377.9
1256,Quibus MP-24|Productivity,,12,USD 377.9
1257,Quibus MP-25|Productivity,,12,USD 322.77
1258,Quibus MP-26|Productivity,,12,USD 322.77
1259,Quibus MP-27|Productivity,,12,USD 388.4
1260,Quibus MP-28|Productivity,,12,USD 388.4
1261,Quibus MP-29|Productivity,,12,USD 498.7
1262,Quibus MP-30|Productivity,,12,USD 498.7
1263,Quibus MP-31|Productivity,,12,USD 498.7
1264,Quibus MP-32|Productivity,,12,USD 498.7
1265,Quibus MA-01|All Season,Mix,12,USD 866.2
1266,Quibus MA-02|All Season,,12,USD 329.78
1267,Quibus MA-03|All Season,,12,USD 329.78
1268,Quibus MA-04|All Season,,12,USD 340.1
1269,Quibus MA-05|All Season,,12,USD 329.78
1270,Quibus MA-06|All Season,,12,USD 367.4
1271,Quibus MA-07|All Season,,12,USD 467.15
1272,Quibus MA-08|All Season,,12,USD 530.2
1273,Quibus MA-09|All Season,,12,USD 498.65
1274,Quibus MA-10|All Season,,12,USD 329.78
1275,Quibus MA-11|All Season,,12,USD 766.4
1276,Quibus MA-12|All Season,,12,USD 329.78
1277,Quibus MA-13|All Season,,12,USD 467.15
1278,Quibus MA-14|All Season,,12,USD 813.7
1279,Quibus MA-15|All Season,,12,USD 551.15
1280,Quibus MA-16|All Season,,12,USD 454.0725
1281,Quibus MA-17|All Season,,12,USD 393.7
1282,Quibus MA-18|All Season,,12,USD 329.78
1283,Quibus MA-19|All Season,,12,USD 329.78
1284,Quibus MA-20|All Season,,12,USD 329.78
1285,Quibus MA-21|All Season,,12,USD 430.4
1286,Quibus MA-22|All Season,,12,USD 729.65
1287,Quibus MA-23|All Season,,12,USD 698.145
1288,Quibus MA-24|All Season,,12,USD 698.15
1289,Quibus MA-25|All Season,,12,USD 472.45
1290,Quibus MA-26|All Season,,12,USD 351.645
1291,Quibus MA-27|All Season,,12,USD 329.78
1292,Quibus MA-28|All Season,,12,USD 346.395
1293,Quibus MA-29|All Season,,12,USD 446.145
1294,Quibus MA-30|All Season,,12,USD 745.4
1295,Quibus MA-31|All Season,,12,USD 472.45
1296,Quibus MA-32|All Season,,12,USD 329.78
1297,Quibus MA-33|All Season,,12,USD 488.2
1298,Quibus MA-34|All Season,,12,USD 383.15
1299,Quibus MA-35|All Season,,12,USD 551.15
1300,Quibus MA-36|All Season,,12,USD 456.7
1301,Quibus MA-37|All Season,,12,USD 519.7
1302,Quibus MA-38|All Season,,12,USD 329.78
1303,Quibus MA-39|All Season,,12,USD 787.45
1304,Quibus MA-40|All Season,,12,USD 438.3225
1305,Quibus MA-41|All Season,,12,USD 430.45
1306,Quibus MA-42|All Season,,12,USD 881.95
1307,Quibus MA-43|All Season,,12,USD 329.78
1308,Quibus MA-44|All Season,,12,USD 808.395
1309,Quibus RP-01|Productivity,Rural,12,USD 290.9025
1310,Quibus RP-02|Productivity,,12,USD 290.9025
1311,Quibus RP-03|Productivity,,12,USD 356.8425
1312,Quibus RP-04|Productivity,,12,USD 356.8425
1313,Quibus RP-05|Productivity,,12,USD 304.4
1314,Quibus RP-06|Productivity,,12,USD 304.4
1315,Quibus RP-07|Productivity,,12,USD 367.45
1316,Quibus RP-08|Productivity,,12,USD 367.45
1317,Quibus RP-09|Productivity,,12,USD 335.9
1318,Quibus RP-10|Productivity,,12,USD 335.9
1319,Quibus RP-11|Productivity,,12,USD 419.95
1320,Quibus RP-12|Productivity,,12,USD 419.95
1321,Quibus RP-13|Productivity,,12,USD 254.52
1322,Quibus RP-14|Productivity,,12,USD 254.52
1323,Quibus RP-15|Productivity,,12,USD 322.77
1324,Quibus RP-16|Productivity,,12,USD 322.77
1325,Quibus RP-17|Productivity,,12,USD 482.895
1326,Quibus RP-18|Productivity,,12,USD 482.895
1327,Quibus RP-19|Productivity,,12,USD 91.77
1328,Quibus RP-20|Productivity,,12,USD 91.77
1329,Quibus RP-21|Productivity,,12,USD 141.65
1330,Quibus RP-22|Productivity,,12,USD 141.65
1331,Quibus RP-23|Productivity,,12,USD 472.395
1332,Quibus RP-24|Productivity,,12,USD 472.395
1333,Quibus RP-25|Productivity,,12,USD 329.78
1334,Quibus RP-26|Productivity,,12,USD 329.78
1335,Quibus RP-27|Productivity,,12,USD 409.4
1336,Quibus RP-28|Productivity,,12,USD 409.4
1337,Quibus RP-29|Productivity,,12,USD 299.145
1338,Quibus RP-30|Productivity,,12,USD 299.145
1339,Quibus RP-31|Productivity,,12,USD 288.7
1340,Quibus RP-32|Productivity,,12,USD 288.7
1341,Quibus RP-33|Productivity,,12,USD 335.95
1342,Quibus RP-34|Productivity,,12,USD 335.95
1343,Quibus RP-35|Productivity,,12,USD 367.4
1344,Quibus RP-36|Productivity,,12,USD 367.4
1345,Quibus RP-37|Productivity,,12,USD 314.9
1346,Quibus RP-38|Productivity,,12,USD 314.9
1347,Quibus RP-39|Productivity,,12,USD 351.7
1348,Quibus RP-40|Productivity,,12,USD 351.7
1349,Quibus RP-41|Productivity,,12,USD 451.45
1350,Quibus RP-42|Productivity,,12,USD 451.45
1351,Quibus RP-43|Productivity,,12,USD 335.9
1352,Quibus RP-44|Productivity,,12,USD 335.9
1353,Quibus RP-45|Productivity,,12,USD 370.02
1354,Quibus RP-46|Productivity,,12,USD 370.02
1355,Quibus RP-47|Productivity,,12,USD 152.145
1356,Quibus RP-48|Productivity,,12,USD 152.145
1357,Quibus RP-49|Productivity,,12,USD 517.0725
1358,Quibus RP-50|Productivity,,12,USD 517.0725
1359,Quibus RP-51|Productivity,,12,USD 385.77
1360,Quibus RP-52|Productivity,,12,USD 385.77
1361,Quibus RP-53|Productivity,,12,USD 397.32
1362,Quibus RP-54|Productivity,,12,USD 397.32
1363,Quibus RP-55|Productivity,,12,USD 204.65
1364,Quibus RP-56|Productivity,,12,USD 204.65
1365,Quibus RP-57|Productivity,,12,USD 825.825
1366,Quibus RP-58|Productivity,,12,USD 825.825
1367,Quibus RP-59|Productivity,,12,USD 329.78
1368,Quibus RP-60|Productivity,,12,USD 329.78
1369,Quibus RP-61|Productivity,,12,USD 498.6975
1370,Quibus RP-62|Productivity,,12,USD 498.6975
1371,Quibus RP-63|Productivity,,12,USD 509.145
1372,Quibus RP-64|Productivity,,12,USD 509.145
1373,Quibus RP-65|Productivity,,12,USD 320.145
1374,Quibus RP-66|Productivity,,12,USD 320.145
1375,Quibus RP-67|Productivity,,12,USD 498.7
1376,Quibus RP-68|Productivity,,12,USD 498.7
1377,Quibus RP-69|Productivity,,12,USD 314.9
1378,Quibus RP-70|Productivity,,12,USD 314.9
1379,Quibus RP-71|Productivity,,12,USD 330.65
1380,Quibus RP-72|Productivity,,12,USD 330.65
1381,Quibus RP-73|Productivity,,12,USD 377.9
1382,Quibus RP-74|Productivity,,12,USD 377.9
1383,Quibus RP-75|Productivity,,12,USD 341.15
1384,Quibus RP-76|Productivity,,12,USD 341.15
1385,Quibus RP-77|Productivity,,12,USD 346.4
1386,Quibus RP-78|Productivity,,12,USD 346.4
1387,Quibus RP-79|Productivity,,12,USD 372.65
1388,Quibus RP-80|Productivity,,12,USD 372.65
1389,Quibus RP-81|Productivity,,12,USD 409.4
1390,Quibus RP-82|Productivity,,12,USD 409.4
1391,Quibus RP-83|Productivity,,12,USD 194.2
1392,Quibus RP-84|Productivity,,12,USD 194.2
1393,Quibus RP-85|Productivity,,12,USD 380.52
1394,Quibus RP-86|Productivity,,12,USD 380.52
1395,Quibus RP-87|Productivity,,12,USD 385.77
1396,Quibus RP-88|Productivity,,12,USD 385.77
1397,Quibus RP-89|Productivity,,12,USD 356.95
1398,Quibus RP-90|Productivity,,12,USD 356.95
1399,Quibus RP-91|Productivity,,12,USD 324.345
1400,Quibus RP-92|Productivity,,12,USD 324.345
1401,Quibus RP-93|Productivity,,12,USD 404.15
1402,Quibus RP-94|Productivity,,12,USD 404.15
1403,Quibus RP-95|Productivity,,12,USD 451.395
1404,Quibus RP-96|Productivity,,12,USD 451.395
1405,Quibus RP-97|Productivity,,12,USD 391.02
1406,Quibus RP-98|Productivity,,12,USD 391.02
1407,Quibus RP-99|Productivity,,12,USD 456.65
1408,Quibus RP-00|Productivity,,12,USD 456.65
1409,Quibus RP-01|Productivity,,12,USD 104.9
1410,Quibus RP-02|Productivity,,12,USD 104.9
1411,Quibus RP-03|Productivity,,12,USD 257.2
1412,Quibus RP-04|Productivity,,12,USD 257.2
1413,Quibus RP-05|Productivity,,12,USD 398.895
1414,Quibus RP-06|Productivity,,12,USD 398.895
1415,Quibus RP-07|Productivity,,12,USD 472.4
1416,Quibus RP-08|Productivity,,12,USD 472.4
1417,Quibus RP-09|Productivity,,12,USD 314.9
1418,Quibus RP-10|Productivity,,12,USD 314.9
1419,Quibus RP-11|Productivity,,12,USD 472.45
1420,Quibus RP-12|Productivity,,12,USD 472.45
1726,Pomum MA-01|All Season,Mix,11,USD 451.45
1421,Quibus RP-13|Productivity,,12,USD 430.4
1727,Pomum MA-02|All Season,,11,USD 839.48
1422,Quibus RP-14|Productivity,,12,USD 430.4
1728,Pomum MA-03|All Season,,11,USD 509.1975
1423,Quibus RP-15|Productivity,,12,USD 367.45
1729,Pomum MA-04|All Season,,11,USD 488.2
1424,Quibus RP-16|Productivity,,12,USD 367.45
1730,Pomum MA-05|All Season,,11,USD 839.48
1425,Quibus RP-17|Productivity,,12,USD 307.02
1731,Pomum MA-06|All Season,,11,USD 461.95
1426,Quibus RP-18|Productivity,,12,USD 307.02
1732,Pomum RP-01|Productivity,Rural,11,USD 446.1975
1427,Quibus RP-19|Productivity,,12,USD 356.8425
1733,Pomum RP-02|Productivity,,11,USD 446.1975
1428,Quibus RP-20|Productivity,,12,USD 356.8425
1734,Pomum RP-03|Productivity,,11,USD 449.8725
1429,Quibus RP-21|Productivity,,12,USD 301.77
1735,Pomum RP-04|Productivity,,11,USD 449.8725
1430,Quibus RP-22|Productivity,,12,USD 301.77
1736,Pomum RP-05|Productivity,,11,USD 1680
1431,Quibus RP-23|Productivity,,12,USD 341.15
1737,Pomum RP-06|Productivity,,11,USD 1680
1432,Quibus RP-24|Productivity,,12,USD 341.15
1740,Pomum RP-09|Productivity,,11,USD 456.7
1433,Quibus RP-25|Productivity,,12,USD 404.2
1741,Pomum RP-10|Productivity,,11,USD 456.7
1434,Quibus RP-26|Productivity,,12,USD 404.2
1742,Pomum RP-11|Productivity,,11,USD 288.7
1435,Quibus RP-27|Productivity,,12,USD 341.15
1743,Pomum RP-12|Productivity,,11,USD 288.7
1436,Quibus RP-28|Productivity,,12,USD 341.15
