"Poverty estimates for the U.S., States, and counties, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Department of Commerce, Bureau of the Census, Small Area Income and Poverty Estimates (SAIPE) Program. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For definitions of rural classifications, see the USDA, Economic Research Service webpage ""Rural Classifications"" in the ""Rural Economy & Population"" topic. Note that counties not existing when rural classifications were determined will not have values for those fields. Variable descriptions (column names) are found in the second tab in this workbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This table was prepared by USDA, Economic Research Service. Data as of June 3, 2022. Contact: Kathleen Kassel, katheen.kassel@usda.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS_code,Stabr,Area_name,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2020,CI90LBALL_2020,CI90UBALL_2020,PCTPOVALL_2020,CI90LBALLP_2020,CI90UBALLP_2020,POV017_2020,CI90LB017_2020,CI90UB017_2020,PCTPOV017_2020,CI90LB017P_2020,CI90UB017P_2020,POV517_2020,CI90LB517_2020,CI90UB517_2020,PCTPOV517_2020,CI90LB517P_2020,CI90UB517P_2020,MEDHHINC_2020,CI90LBINC_2020,CI90UBINC_2020,POV04_2020,CI90LB04_2020,CI90UB04_2020,PCTPOV04_2020,CI90LB04P_2020,CI90UB04P_2020,,,,,,,,,,,,,
27157,MN,Wabasha County,3,2,3,2,"1,312",982,"1,642",6.1,4.6,7.6,333,217,449,7.2,4.7,9.7,238,151,325,7.0,4.5,9.5,"74,348","67,416","81,280",,,,,,,,,,,,,,,,,,,
27159,MN,Wadena County,7,9,7,9,"1,501","1,107","1,895",11.2,8.3,14.1,491,314,668,13.9,8.9,18.9,336,209,463,13.2,8.2,18.2,"46,968","43,715","50,221",,,,,,,,,,,,,,,,,,,
27161,MN,Waseca County,7,9,6,4,"1,337",979,"1,695",7.6,5.6,9.6,398,253,543,9.4,6.0,12.8,293,183,403,9.3,5.8,12.8,"66,523","59,039","74,007",,,,,,,,,,,,,,,,,,,
27163,MN,Washington County,1,1,1,1,"11,461","8,818","14,104",4.4,3.4,5.4,"2,716","1,800","3,632",4.3,2.8,5.8,"1,917","1,247","2,587",4.0,2.6,5.4,"101,409","96,746","106,072",,,,,,,,,,,,,,,,,,,
27165,MN,Watonwan County,7,9,6,6,"1,032",795,"1,269",9.7,7.5,11.9,324,220,428,12.5,8.5,16.5,229,152,306,12.6,8.4,16.8,"60,656","52,962","68,350",,,,,,,,,,,,,,,,,,,
27167,MN,Wilkin County,6,5,6,5,496,371,621,8.3,6.2,10.4,144,92,196,10.9,6.9,14.9,106,66,146,11.0,6.8,15.2,"65,769","57,740","73,798",,,,,,,,,,,,,,,,,,,
27169,MN,Winona County,4,5,4,5,"5,125","4,153","6,097",11.0,8.9,13.1,967,662,"1,272",11.1,7.6,14.6,674,448,900,10.4,6.9,13.9,"65,302","58,920","71,684",,,,,,,,,,,,,,,,,,,
27171,MN,Wright County,1,1,1,1,"6,393","5,002","7,784",4.6,3.6,5.6,"1,665","1,173","2,157",4.4,3.1,5.7,"1,094",735,"1,453",3.8,2.5,5.1,"85,855","81,029","90,681",,,,,,,,,,,,,,,,,,,
27173,MN,Yellow Medicine County,9,9,9,9,807,591,"1,023",8.6,6.3,10.9,253,154,352,11.8,7.2,16.4,177,104,250,11.1,6.5,15.7,"62,290","54,111","70,469",,,,,,,,,,,,,,,,,,,
28000,MS,Mississippi,,,,,"536,535","521,304","551,766",18.7,18.2,19.2,"175,995","168,681","183,309",26.0,24.9,27.1,"122,573","116,311","128,835",24.7,23.4,26.0,"47,368","46,217","48,519","50,986","47,434","54,538",29.0,27.0,31.0,,,,,,,,,,,,,
28001,MS,Adams County,5,8,5,8,"7,589","6,067","9,111",27.2,21.7,32.7,"2,363","1,747","2,979",40.1,29.7,50.5,"1,606","1,139","2,073",37.8,26.8,48.8,"36,519","32,920","40,118",,,,,,,,,,,,,,,,,,,
28003,MS,Alcorn County,7,8,7,8,"6,127","4,971","7,283",17.0,13.8,20.2,"1,807","1,208","2,406",22.4,15.0,29.8,"1,250",797,"1,703",20.9,13.3,28.5,"46,368","39,506","53,230",,,,,,,,,,,,,,,,,,,
28005,MS,Amite County,8,5,8,5,"2,611","2,116","3,106",21.7,17.6,25.8,608,405,811,25.5,17.0,34.0,453,296,610,25.2,16.4,34.0,"42,649","36,019","49,279",,,,,,,,,,,,,,,,,,,
28007,MS,Attala County,6,6,6,6,"3,309","2,506","4,112",18.8,14.2,23.4,"1,226",808,"1,644",27.9,18.4,37.4,898,586,"1,210",27.3,17.8,36.8,"40,985","34,839","47,131",,,,,,,,,,,,,,,,,,,
28009,MS,Benton County,8,4,1,1,"1,635","1,236","2,034",19.8,15.0,24.6,516,345,687,29.8,19.9,39.7,375,246,504,30.0,19.7,40.3,"38,972","33,125","44,819",,,,,,,,,,,,,,,,,,,
28011,MS,Bolivar County,5,8,7,8,"8,059","6,594","9,524",28.1,23.0,33.2,"2,999","2,307","3,691",41.3,31.8,50.8,"2,102","1,559","2,645",39.7,29.4,50.0,"36,034","30,964","41,104",,,,,,,,,,,,,,,,,,,
28013,MS,Calhoun County,7,10,9,10,"2,401","1,824","2,978",17.1,13.0,21.2,816,543,"1,089",25.8,17.2,34.4,583,376,790,24.7,15.9,33.5,"42,107","36,046","48,168",,,,,,,,,,,,,,,,,,,
28015,MS,Carroll County,9,8,9,8,"1,457","1,091","1,823",15.6,11.7,19.5,381,253,509,22.0,14.6,29.4,284,185,383,21.5,14.0,29.0,"46,814","39,868","53,760",,,,,,,,,,,,,,,,,,,
28017,MS,Chickasaw County,7,9,7,9,"4,068","3,381","4,755",24.8,20.6,29.0,"1,295",960,"1,630",31.5,23.4,39.6,925,679,"1,171",31.1,22.8,39.4,"40,471","34,129","46,813",,,,,,,,,,,,,,,,,,,
28019,MS,Choctaw County,9,10,9,10,"1,490","1,116","1,864",18.7,14.0,23.4,458,304,612,27.4,18.2,36.6,332,217,447,26.5,17.3,35.7,"43,449","36,742","50,156",,,,,,,,,,,,,,,,,,,
28021,MS,Claiborne County,6,7,8,5,"2,589","1,973","3,205",34.1,26.0,42.2,778,520,"1,036",42.6,28.4,56.8,564,369,759,44.1,28.8,59.4,"34,551","29,520","39,582",,,,,,,,,,,,,,,,,,,
28023,MS,Clarke County,9,8,9,8,"2,914","2,293","3,535",19.2,15.1,23.3,"1,067",856,"1,278",32.8,26.3,39.3,828,668,988,35.2,28.4,42.0,"38,314","34,123","42,505",,,,,,,,,,,,,,,,,,,
28025,MS,Clay County,7,9,7,9,"4,081","3,135","5,027",21.5,16.5,26.5,"1,427",994,"1,860",33.6,23.4,43.8,"1,020",696,"1,344",32.4,22.1,42.7,"36,536","32,271","40,801",,,,,,,,,,,,,,,,,,,
28027,MS,Coahoma County,5,8,7,8,"8,260","6,971","9,549",39.6,33.4,45.8,"2,991","2,327","3,655",53.1,41.3,64.9,"2,192","1,743","2,641",54.9,43.7,66.1,"30,047","25,799","34,295",,,,,,,,,,,,,,,,,,,
28029,MS,Copiah County,2,2,2,2,"6,110","4,767","7,453",22.5,17.6,27.4,"1,916","1,330","2,502",31.1,21.6,40.6,"1,408",975,"1,841",31.4,21.8,41.0,"41,476","36,345","46,607",,,,,,,,,,,,,,,,,,,
28031,MS,Covington County,8,6,8,6,"3,693","2,862","4,524",20.3,15.7,24.9,"1,376",955,"1,797",31.2,21.6,40.8,969,653,"1,285",30.0,20.2,39.8,"42,221","35,656","48,786",,,,,,,,,,,,,,,,,,,
28033,MS,DeSoto County,1,1,1,1,"17,653","14,485","20,821",9.5,7.8,11.2,"6,055","4,534","7,576",13.1,9.8,16.4,"4,229","3,062","5,396",12.0,8.7,15.3,"66,532","59,916","73,148",,,,,,,,,,,,,,,,,,,
28035,MS,Forrest County,3,2,3,2,"17,991","15,479","20,503",24.9,21.4,28.4,"5,585","4,476","6,694",32.8,26.3,39.3,"3,606","2,720","4,492",29.9,22.6,37.2,"42,082","37,975","46,189",,,,,,,,,,,,,,,,,,,
28037,MS,Franklin County,9,10,9,10,"1,616","1,297","1,935",21.4,17.2,25.6,454,311,597,26.6,18.2,35.0,320,213,427,24.8,16.5,33.1,"41,548","34,873","48,223",,,,,,,,,,,,,,,,,,,
28039,MS,George County,3,2,6,6,"4,224","3,460","4,988",17.8,14.6,21.0,"1,525","1,138","1,912",24.3,18.1,30.5,"1,049",769,"1,329",23.3,17.1,29.5,"49,995","43,618","56,372",,,,,,,,,,,,,,,,,,,
28041,MS,Greene County,8,7,8,7,"2,325","1,737","2,913",21.4,16.0,26.8,583,388,778,23.0,15.3,30.7,418,273,563,22.9,14.9,30.9,"46,493","39,298","53,688",,,,,,,,,,,,,,,,,,,
28043,MS,Grenada County,7,8,7,8,"4,351","3,520","5,182",21.4,17.3,25.5,"1,459","1,027","1,891",30.3,21.3,39.3,"1,046",719,"1,373",29.2,20.1,38.3,"42,577","36,068","49,086",,,,,,,,,,,,,,,,,,,
28045,MS,Hancock County,3,2,2,2,"7,428","5,758","9,098",15.6,12.1,19.1,"1,837","1,234","2,440",20.2,13.6,26.8,"1,333",894,"1,772",20.0,13.4,26.6,"55,710","48,570","62,850",,,,,,,,,,,,,,,,,,,
28047,MS,Harrison County,3,2,2,2,"34,186","27,867","40,505",16.8,13.7,19.9,"10,695","7,509","13,881",22.2,15.6,28.8,"6,961","4,636","9,286",19.9,13.3,26.5,"47,505","42,933","52,077",,,,,,,,,,,,,,,,,,,
28049,MS,Hinds County,2,2,2,2,"56,977","51,314","62,640",25.9,23.3,28.5,"20,754","18,146","23,362",39.6,34.6,44.6,"14,119","12,070","16,168",36.8,31.5,42.1,"44,671","39,568","49,774",,,,,,,,,,,,,,,,,,,
28051,MS,Holmes County,6,6,6,6,"5,458","4,435","6,481",34.5,28.0,41.0,"1,840","1,336","2,344",45.2,32.8,57.6,"1,331",955,"1,707",43.9,31.5,56.3,"30,003","25,918","34,088",,,,,,,,,,,,,,,,,,,
28053,MS,Humphreys County,7,9,6,7,"2,567","1,985","3,149",33.3,25.7,40.9,"1,006",699,"1,313",51.2,35.6,66.8,719,492,946,47.4,32.4,62.4,"30,474","25,860","35,088",,,,,,,,,,,,,,,,,,,
28055,MS,Issaquena County,9,10,8,7,407,299,515,43.3,31.8,54.8,50,33,67,52.6,34.4,70.8,38,24,52,58.5,37.7,79.3,"32,675","27,467","37,883",,,,,,,,,,,,,,,,,,,
28057,MS,Itawamba County,7,8,7,8,"3,093","2,395","3,791",13.9,10.8,17.0,875,594,"1,156",17.8,12.1,23.5,623,412,834,17.2,11.4,23.0,"48,097","41,734","54,460",,,,,,,,,,,,,,,,,,,
28059,MS,Jackson County,3,2,2,2,"19,105","15,243","22,967",13.4,10.7,16.1,"5,535","3,585","7,485",17.2,11.1,23.3,"3,854","2,411","5,297",16.0,10.0,22.0,"55,831","52,899","58,763",,,,,,,,,,,,,,,,,,,
28061,MS,Jasper County,9,8,9,8,"3,128","2,424","3,832",19.3,15.0,23.6,"1,038",733,"1,343",28.7,20.2,37.2,755,520,990,28.3,19.5,37.1,"42,806","36,257","49,355",,,,,,,,,,,,,,,,,,,
28063,MS,Jefferson County,7,10,8,7,"2,035","1,595","2,475",30.8,24.1,37.5,761,581,941,49.7,37.9,61.5,454,296,612,40.8,26.6,55.0,"32,683","27,550","37,816",,,,,,,,,,,,,,,,,,,
28065,MS,Jefferson Davis County,8,7,8,7,"2,713","2,155","3,271",25.2,20.0,30.4,952,754,"1,150",45.2,35.8,54.6,625,460,790,41.3,30.4,52.2,"35,567","30,450","40,684",,,,,,,,,,,,,,,,,,,
28067,MS,Jones County,4,5,4,5,"12,434","10,082","14,786",18.8,15.3,22.3,"4,302","3,115","5,489",26.1,18.9,33.3,"3,128","2,199","4,057",26.0,18.3,33.7,"49,115","43,771","54,459",,,,,,,,,,,,,,,,,,,
28069,MS,Kemper County,9,8,9,8,"2,189","1,664","2,714",25.2,19.2,31.2,621,416,826,35.9,24.0,47.8,458,301,615,35.9,23.6,48.2,"37,305","31,650","42,960",,,,,,,,,,,,,,,,,,,
28071,MS,Lafayette County,6,3,4,3,"8,771","7,255","10,287",17.6,14.6,20.6,"1,637","1,180","2,094",16.7,12.1,21.3,"1,159",817,"1,501",16.2,11.4,21.0,"55,786","48,695","62,877",,,,,,,,,,,,,,,,,,,
28073,MS,Lamar County,3,2,3,2,"8,012","6,464","9,560",12.6,10.2,15.0,"2,533","1,822","3,244",16.5,11.9,21.1,"1,776","1,243","2,309",15.6,10.9,20.3,"62,527","55,433","69,621",,,,,,,,,,,,,,,,,,,
28075,MS,Lauderdale County,5,8,5,8,"15,725","13,006","18,444",22.5,18.6,26.4,"5,123","3,793","6,453",30.8,22.8,38.8,"3,414","2,400","4,428",28.1,19.7,36.5,"44,821","40,748","48,894",,,,,,,,,,,,,,,,,,,
28077,MS,Lawrence County,8,7,8,7,"2,369","1,841","2,897",19.1,14.9,23.3,747,510,984,25.2,17.2,33.2,535,361,709,23.9,16.1,31.7,"36,272","32,321","40,223",,,,,,,,,,,,,,,,,,,
28079,MS,Leake County,6,6,6,6,"4,407","3,446","5,368",21.0,16.4,25.6,"1,575","1,079","2,071",33.5,23.0,44.0,"1,026",655,"1,397",31.1,19.9,42.3,"43,614","37,104","50,124",,,,,,,,,,,,,,,,,,,
28081,MS,Lee County,5,8,5,8,"11,194","8,809","13,579",13.3,10.5,16.1,"3,760","2,550","4,970",18.1,12.3,23.9,"2,528","1,634","3,422",16.6,10.7,22.5,"57,936","53,758","62,114",,,,,,,,,,,,,,,,,,,
28083,MS,Leflore County,5,8,5,8,"6,738","5,041","8,435",25.3,18.9,31.7,"2,701","1,767","3,635",35.9,23.5,48.3,"1,932","1,271","2,593",35.0,23.0,47.0,"34,818","31,510","38,126",,,,,,,,,,,,,,,,,,,
28085,MS,Lincoln County,6,5,6,5,"6,229","4,945","7,513",18.7,14.8,22.6,"1,849","1,334","2,364",24.3,17.5,31.1,"1,305",914,"1,696",23.3,16.3,30.3,"44,695","38,587","50,803",,,,,,,,,,,,,,,,,,,
28087,MS,Lowndes County,5,8,5,8,"9,367","7,447","11,287",16.5,13.1,19.9,"3,503","2,704","4,302",25.8,19.9,31.7,"2,441","1,723","3,159",25.2,17.8,32.6,"47,860","42,139","53,581",,,,,,,,,,,,,,,,,,,
28089,MS,Madison County,2,2,2,2,"13,273","11,230","15,316",12.6,10.7,14.5,"4,257","3,311","5,203",16.5,12.8,20.2,"2,874","2,139","3,609",15.0,11.2,18.8,"67,151","57,948","76,354",,,,,,,,,,,,,,,,,,,
28091,MS,Marion County,6,6,6,6,"4,532","3,401","5,663",19.2,14.4,24.0,"1,657","1,141","2,173",30.0,20.7,39.3,"1,209",818,"1,600",29.5,20.0,39.0,"38,727","33,212","44,242",,,,,,,,,,,,,,,,,,,
28093,MS,Marshall County,1,1,1,1,"7,581","6,120","9,042",22.7,18.3,27.1,"2,445","1,813","3,077",34.3,25.4,43.2,"1,688","1,199","2,177",32.4,23.0,41.8,"46,117","40,073","52,161",,,,,,,,,,,,,,,,,,,
28095,MS,Monroe County,7,9,7,9,"6,052","4,817","7,287",17.5,13.9,21.1,"1,671","1,162","2,180",21.7,15.1,28.3,"1,163",779,"1,547",20.1,13.5,26.7,"49,114","43,028","55,200",,,,,,,,,,,,,,,,,,,
28097,MS,Montgomery County,7,9,7,9,"2,017","1,538","2,496",21.2,16.2,26.2,658,439,877,31.2,20.8,41.6,472,309,635,31.1,20.4,41.8,"40,300","34,179","46,421",,,,,,,,,,,,,,,,,,,
28099,MS,Neshoba County,7,9,7,9,"5,395","4,189","6,601",18.9,14.7,23.1,"2,209","1,578","2,840",28.0,20.0,36.0,"1,510","1,027","1,993",26.1,17.8,34.4,"49,215","46,188","52,242",,,,,,,,,,,,,,,,,,,
28101,MS,Newton County,7,9,7,9,"3,302","2,513","4,091",16.3,12.4,20.2,"1,181",798,"1,564",23.2,15.7,30.7,850,571,"1,129",22.9,15.4,30.4,"49,925","44,727","55,123",,,,,,,,,,,,,,,,,,,
28103,MS,Noxubee County,7,10,7,9,"2,628","1,971","3,285",26.2,19.7,32.7,915,615,"1,215",37.1,25.0,49.2,652,424,880,37.4,24.3,50.5,"35,880","30,693","41,067",,,,,,,,,,,,,,,,,,,
28105,MS,Oktibbeha County,5,8,5,8,"10,550","8,938","12,162",23.5,19.9,27.1,"2,177","1,525","2,829",25.5,17.9,33.1,"1,501","1,021","1,981",24.8,16.9,32.7,"44,234","38,492","49,976",,,,,,,,,,,,,,,,,,,
28107,MS,Panola County,6,4,6,4,"7,037","5,446","8,628",21.0,16.3,25.7,"2,488","1,665","3,311",30.7,20.5,40.9,"1,738","1,129","2,347",30.2,19.6,40.8,"41,060","34,934","47,186",,,,,,,,,,,,,,,,,,,
28109,MS,Pearl River County,6,3,6,3,"8,624","6,555","10,693",15.8,12.0,19.6,"2,692","1,717","3,667",21.9,14.0,29.8,"1,940","1,214","2,666",21.4,13.4,29.4,"50,611","43,982","57,240",,,,,,,,,,,,,,,,,,,
28111,MS,Perry County,3,2,3,2,"2,128","1,617","2,639",18.1,13.7,22.5,702,476,928,27.4,18.6,36.2,509,342,676,27.0,18.2,35.8,"47,073","41,903","52,243",,,,,,,,,,,,,,,,,,,
28113,MS,Pike County,7,8,6,5,"10,068","8,340","11,796",26.5,21.9,31.1,"3,665","2,698","4,632",37.6,27.7,47.5,"2,744","2,029","3,459",38.5,28.5,48.5,"37,054","32,955","41,153",,,,,,,,,,,,,,,,,,,
28115,MS,Pontotoc County,7,8,7,8,"4,113","3,092","5,134",12.8,9.6,16.0,"1,600","1,075","2,125",19.3,13.0,25.6,"1,121",739,"1,503",18.6,12.3,24.9,"53,272","45,524","61,020",,,,,,,,,,,,,,,,,,,
28117,MS,Prentiss County,7,9,7,9,"3,995","3,123","4,867",16.5,12.9,20.1,"1,244",838,"1,650",22.6,15.2,30.0,897,595,"1,199",22.5,14.9,30.1,"44,543","38,154","50,932",,,,,,,,,,,,,,,,,,,
28119,MS,Quitman County,6,4,6,4,"1,969","1,495","2,443",29.9,22.7,37.1,664,445,883,44.9,30.1,59.7,487,321,653,44.4,29.3,59.5,"31,077","26,193","35,961",,,,,,,,,,,,,,,,,,,
28121,MS,Rankin County,2,2,2,2,"14,967","11,789","18,145",10.0,7.9,12.1,"4,311","3,018","5,604",12.6,8.8,16.4,"3,014","2,064","3,964",11.8,8.1,15.5,"68,583","60,998","76,168",,,,,,,,,,,,,,,,,,,
28123,MS,Scott County,6,6,6,6,"5,077","3,964","6,190",18.3,14.3,22.3,"1,940","1,328","2,552",26.1,17.9,34.3,"1,275",822,"1,728",24.5,15.8,33.2,"42,069","35,741","48,397",,,,,,,,,,,,,,,,,,,
28125,MS,Sharkey County,9,10,8,7,"1,237",915,"1,559",30.3,22.4,38.2,441,289,593,45.2,29.6,60.8,311,200,422,42.7,27.5,57.9,"46,163","43,130","49,196",,,,,,,,,,,,,,,,,,,
28127,MS,Simpson County,2,2,2,2,"5,532","4,412","6,652",21.2,16.9,25.5,"1,839","1,324","2,354",31.3,22.5,40.1,"1,296",917,"1,675",29.9,21.1,38.7,"41,988","37,495","46,481",,,,,,,,,,,,,,,,,,,
28129,MS,Smith County,8,7,8,7,"2,515","1,925","3,105",16.1,12.3,19.9,746,484,"1,008",21.3,13.8,28.8,533,338,728,20.9,13.2,28.6,"48,968","41,548","56,388",,,,,,,,,,,,,,,,,,,
28131,MS,Stone County,3,2,6,6,"2,963","2,264","3,662",17.4,13.3,21.5,916,621,"1,211",23.6,16.0,31.2,644,430,858,22.5,15.0,30.0,"51,493","44,267","58,719",,,,,,,,,,,,,,,,,,,
28133,MS,Sunflower County,5,8,7,8,"7,178","6,035","8,321",34.8,29.3,40.3,"2,152","1,633","2,671",41.2,31.3,51.1,"1,520","1,074","1,966",39.3,27.8,50.8,"35,149","29,938","40,360",,,,,,,,,,,,,,,,,,,
28135,MS,Tallahatchie County,7,10,7,9,"3,583","2,687","4,479",32.0,24.0,40.0,"1,006",680,"1,332",39.4,26.6,52.2,721,474,968,40.1,26.4,53.8,"35,150","30,257","40,043",,,,,,,,,,,,,,,,,,,
28137,MS,Tate County,1,1,1,1,"3,842","2,885","4,799",14.0,10.5,17.5,"1,201",772,"1,630",19.1,12.3,25.9,894,572,"1,216",19.4,12.4,26.4,"61,751","59,776","63,726",,,,,,,,,,,,,,,,,,,
28139,MS,Tippah County,7,9,6,4,"3,515","2,769","4,261",16.5,13.0,20.0,"1,059",717,"1,401",20.9,14.1,27.7,734,482,986,19.4,12.7,26.1,"45,568","38,472","52,664",,,,,,,,,,,,,,,,,,,
28141,MS,Tishomingo County,8,6,8,6,"2,758","2,097","3,419",14.6,11.1,18.1,813,550,"1,076",20.0,13.5,26.5,583,387,779,19.2,12.7,25.7,"48,897","42,227","55,567",,,,,,,,,,,,,,,,,,,
28143,MS,Tunica County,1,1,1,1,"2,471","1,882","3,060",26.7,20.3,33.1,"1,082",729,"1,435",41.7,28.1,55.3,792,523,"1,061",43.1,28.5,57.7,"36,850","31,090","42,610",,,,,,,,,,,,,,,,,,,
28145,MS,Union County,7,9,6,4,"3,845","2,992","4,698",13.5,10.5,16.5,"1,263",841,"1,685",17.9,11.9,23.9,885,577,"1,193",17.0,11.1,22.9,"50,116","43,637","56,595",,,,,,,,,,,,,,,,,,,
28147,MS,Walthall County,9,10,9,10,"3,324","2,568","4,080",23.5,18.2,28.8,"1,150",803,"1,497",36.3,25.4,47.2,825,568,"1,082",35.0,24.1,45.9,"30,992","26,361","35,623",,,,,,,,,,,,,,,,,,,
28149,MS,Warren County,4,5,4,5,"8,497","7,036","9,958",19.2,15.9,22.5,"3,456","2,781","4,131",33.3,26.8,39.8,"2,317","1,638","2,996",30.8,21.8,39.8,"48,283","44,385","52,181",,,,,,,,,,,,,,,,,,,
28151,MS,Washington County,5,8,5,8,"11,652","9,352","13,952",27.7,22.2,33.2,"4,225","3,011","5,439",39.7,28.3,51.1,"3,082","2,186","3,978",39.1,27.7,50.5,"35,344","30,264","40,424",,,,,,,,,,,,,,,,,,,
28153,MS,Wayne County,7,9,7,9,"4,454","3,425","5,483",22.1,17.0,27.2,"1,447",943,"1,951",29.8,19.4,40.2,"1,026",654,"1,398",28.8,18.4,39.2,"36,193","30,319","42,067",,,,,,,,,,,,,,,,,,,
28155,MS,Webster County,9,10,9,10,"1,501","1,131","1,871",15.7,11.8,19.6,497,333,661,22.1,14.8,29.4,363,239,487,22.1,14.5,29.7,"51,351","44,530","58,172",,,,,,,,,,,,,,,,,,,
28157,MS,Wilkinson County,8,7,8,7,"2,065","1,526","2,604",28.4,21.0,35.8,633,422,844,37.1,24.7,49.5,458,299,617,35.8,23.4,48.2,"35,394","30,644","40,144",,,,,,,,,,,,,,,,,,,
28159,MS,Winston County,7,9,7,9,"3,784","2,961","4,607",21.8,17.1,26.5,"1,319",954,"1,684",34.1,24.7,43.5,962,696,"1,228",32.9,23.8,42.0,"44,029","38,372","49,686",,,,,,,,,,,,,,,,,,,
28161,MS,Yalobusha County,7,9,7,9,"2,495","1,969","3,021",21.2,16.7,25.7,776,536,"1,016",30.5,21.1,39.9,541,365,717,29.4,19.8,39.0,"42,532","35,886","49,178",,,,,,,,,,,,,,,,,,,
28163,MS,Yazoo County,6,5,2,2,"6,931","5,307","8,555",31.0,23.7,38.3,"2,124","1,461","2,787",36.2,24.9,47.5,"1,471",967,"1,975",33.7,22.2,45.2,"37,367","33,321","41,413",,,,,,,,,,,,,,,,,,,
29000,MO,Missouri,,,,,"725,117","705,722","744,512",12.1,11.8,12.4,"208,410","198,953","217,867",15.5,14.8,16.2,"144,708","136,737","152,679",14.8,14.0,15.6,"58,812","58,125","59,499","58,334","53,449","63,219",16.4,15.0,17.8,,,,,,,,,,,,,
29001,MO,Adair County,7,8,7,8,"4,026","3,071","4,981",17.9,13.7,22.1,819,539,"1,099",18.8,12.4,25.2,586,382,790,19.1,12.4,25.8,"49,175","43,945","54,405",,,,,,,,,,,,,,,,,,,
29003,MO,Andrew County,3,2,3,2,"1,586","1,244","1,928",9.1,7.1,11.1,428,284,572,10.8,7.2,14.4,314,204,424,10.5,6.8,14.2,"69,387","61,098","77,676",,,,,,,,,,,,,,,,,,,
29005,MO,Atchison County,9,10,9,10,600,466,734,12.0,9.3,14.7,162,112,212,16.2,11.2,21.2,110,71,149,14.3,9.3,19.3,"53,603","46,601","60,605",,,,,,,,,,,,,,,,,,,
29007,MO,Audrain County,6,5,6,5,"4,132","3,342","4,922",17.8,14.4,21.2,"1,492","1,113","1,871",27.4,20.4,34.4,"1,064",797,"1,331",28.0,21.0,35.0,"48,258","41,688","54,828",,,,,,,,,,,,,,,,,,,
29009,MO,Barry County,6,6,6,6,"5,675","4,433","6,917",16.0,12.5,19.5,"1,844","1,328","2,360",23.3,16.8,29.8,"1,317",932,"1,702",22.6,16.0,29.2,"47,853","41,857","53,849",,,,,,,,,,,,,,,,,,,
29011,MO,Barton County,6,6,6,6,"1,898","1,509","2,287",16.6,13.2,20.0,605,417,793,22.9,15.8,30.0,421,284,558,21.1,14.2,28.0,"46,353","39,448","53,258",,,,,,,,,,,,,,,,,,,
29013,MO,Bates County,1,1,1,1,"2,351","1,838","2,864",14.8,11.6,18.0,694,477,911,19.2,13.2,25.2,483,320,646,18.0,11.9,24.1,"52,140","46,697","57,583",,,,,,,,,,,,,,,,,,,
29015,MO,Benton County,9,10,7,10,"3,260","2,563","3,957",16.8,13.2,20.4,914,632,"1,196",27.5,19.0,36.0,635,411,859,26.0,16.9,35.1,"44,141","37,405","50,877",,,,,,,,,,,,,,,,,,,
29017,MO,Bollinger County,9,8,3,2,"1,955","1,511","2,399",16.3,12.6,20.0,572,390,754,22.7,15.5,29.9,404,270,538,21.9,14.6,29.2,"48,198","41,335","55,061",,,,,,,,,,,,,,,,,,,
29019,MO,Boone County,3,2,3,2,"22,178","18,674","25,682",12.8,10.8,14.8,"4,563","3,365","5,761",12.5,9.2,15.8,"3,063","2,178","3,948",11.7,8.3,15.1,"62,673","58,914","66,432",,,,,,,,,,,,,,,,,,,
29021,MO,Buchanan County,3,2,3,2,"10,789","8,651","12,927",13.1,10.5,15.7,"3,246","2,357","4,135",17.3,12.6,22.0,"2,254","1,608","2,900",16.7,11.9,21.5,"53,133","49,478","56,788",,,,,,,,,,,,,,,,,,,
29023,MO,Butler County,7,8,5,8,"8,777","7,240","10,314",21.2,17.5,24.9,"2,529","1,761","3,297",26.7,18.6,34.8,"1,796","1,215","2,377",26.1,17.6,34.6,"42,099","37,539","46,659",,,,,,,,,,,,,,,,,,,
29025,MO,Caldwell County,1,1,1,1,"1,096",844,"1,348",12.4,9.5,15.3,334,219,449,16.2,10.6,21.8,243,158,328,15.8,10.3,21.3,"47,870","42,381","53,359",,,,,,,,,,,,,,,,,,,
29027,MO,Callaway County,3,2,3,2,"4,693","3,677","5,709",11.4,8.9,13.9,"1,280",861,"1,699",14.4,9.7,19.1,882,580,"1,184",13.7,9.0,18.4,"61,268","55,242","67,294",,,,,,,,,,,,,,,,,,,
29029,MO,Camden County,7,9,7,9,"6,407","5,334","7,480",14.0,11.7,16.3,"1,631","1,148","2,114",21.4,15.1,27.7,"1,115",749,"1,481",19.6,13.2,26.0,"64,357","59,800","68,914",,,,,,,,,,,,,,,,,,,
